ID_Venta,Fecha,País,Ciudad,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
1195,29/8/2024,Argentina,Buenos Aires,Luis Sánchez,Teclado,Accesorios,3,46.63,139.89,Terrestre,En tránsito
1196,17/8/2024,Paraguay,Ciudad del Este,Carlos Rodríguez,Impresora,Oficina,3,140.91,422.73,Aéreo,Pendiente
1197,13/1/2025,Bolivia,Santa Cruz,Ana García,Cámara,Electrónica,2,874.18,1748.36,Aéreo,Entregado
1198,10/2/2024,Ecuador,Cuenca,Juan Sánchez,Celular,Electrónica,1,536.29,536.29,Marítimo,Cancelado
1199,1/10/2024,Bolivia,La Paz,Luis Pérez,Silla ergonómica,Muebles,1,812.62,812.62,Marítimo,Pendiente
1200,7/2/2025,Paraguay,Ciudad del Este,Ana López,Cámara,Electrónica,1,515.03,515.03,Marítimo,En tránsito
1201,6/1/2024,Colombia,Cali,Carlos Pérez,Teclado,Accesorios,1,1141.22,1141.22,Aéreo,Cancelado
1202,31/3/2024,Perú,Arequipa,Ana Pérez,Monitor,Electrónica,5,363.96,1819.8,Aéreo,Cancelado
1203,20/3/2024,Chile,Valparaíso,Lucía López,Celular,Electrónica,3,1064.65,3193.95,Aéreo,Pendiente
1204,9/1/2024,Colombia,Bogotá,Juan García,Auriculares,Accesorios,2,630.95,1261.9,Marítimo,Pendiente
1205,27/5/2024,Ecuador,Guayaquil,Ana Pérez,Impresora,Oficina,4,205.84,823.36,Aéreo,Pendiente
1206,1/10/2024,Brasil,Brasília,Juan Rodríguez,Auriculares,Accesorios,4,234.93,939.72,Terrestre,Cancelado
1207,6/6/2024,Bolivia,La Paz,Lucía Sánchez,Silla ergonómica,Muebles,5,92.75,463.75,Marítimo,Entregado
1208,4/9/2024,Colombia,Medellín,Ana López,Silla ergonómica,Muebles,5,1197.33,5986.65,Aéreo,En tránsito
1209,9/7/2024,Brasil,Rio de Janeiro,Luis Sánchez,Escritorio,Muebles,2,748.13,1496.26,Aéreo,Pendiente
1210,17/11/2024,Brasil,Rio de Janeiro,Juan Rodríguez,Monitor,Electrónica,2,110.83,221.66,Aéreo,En tránsito
1211,4/12/2024,Uruguay,Salto,Pedro López,Cámara,Electrónica,4,992.09,3968.36,Terrestre,En tránsito
1212,21/3/2025,Ecuador,Cuenca,Juan Martínez,Tablet,Electrónica,5,119.95,599.75,Marítimo,Entregado
1213,19/11/2024,Argentina,Buenos Aires,Luis García,Teclado,Accesorios,2,926.57,1853.14,Aéreo,Pendiente
1214,19/5/2024,Venezuela,Caracas,Juan Martínez,Tablet,Electrónica,2,31.87,63.74,Aéreo,Entregado
1215,17/7/2024,Venezuela,Valencia,Juan Sánchez,Celular,Electrónica,3,883.42,2650.26,Aéreo,En tránsito
1216,13/2/2025,Bolivia,La Paz,Carlos López,Impresora,Oficina,2,163.93,327.86,Terrestre,Entregado
1217,9/2/2024,Uruguay,Paysandú,Lucía Sánchez,Tablet,Electrónica,1,544.79,544.79,Marítimo,Pendiente
1218,3/8/2024,Argentina,Rosario,Pedro García,Celular,Electrónica,5,270.07,1350.35,Terrestre,Cancelado
1219,2/3/2025,Ecuador,Quito,María Pérez,Teclado,Accesorios,1,185.13,185.13,Aéreo,Entregado
1220,18/2/2025,Chile,Valparaíso,Laura Sánchez,Laptop,Electrónica,1,521.09,521.09,Marítimo,Entregado
1221,18/1/2025,Uruguay,Paysandú,Luis Rodríguez,Monitor,Electrónica,1,460.16,460.16,Aéreo,Entregado
1222,10/9/2024,Venezuela,Caracas,María García,Teclado,Accesorios,2,1003.38,2006.76,Marítimo,Entregado
1223,27/5/2024,Ecuador,Guayaquil,María Sánchez,Laptop,Electrónica,1,943.2,943.2,Marítimo,Entregado
1224,27/10/2024,Ecuador,Quito,Luis Martínez,Laptop,Electrónica,1,41.58,41.58,Aéreo,En tránsito
1225,24/3/2024,Argentina,Córdoba,Lucía García,Cámara,Electrónica,4,82.2,328.8,Terrestre,En tránsito
1226,24/3/2024,Argentina,Córdoba,María Rodríguez,Impresora,Oficina,4,299.62,1198.48,Terrestre,Pendiente
1227,15/1/2025,Venezuela,Valencia,Pedro Martínez,Monitor,Electrónica,2,1044.56,2089.12,Marítimo,Pendiente
1228,9/8/2024,Brasil,São Paulo,Ana Sánchez,Impresora,Oficina,1,278.13,278.13,Aéreo,En tránsito
1229,5/1/2025,Venezuela,Maracaibo,Carlos Martínez,Auriculares,Accesorios,1,62,62,Aéreo,Pendiente
1230,26/9/2024,Argentina,Rosario,Ana Sánchez,Silla ergonómica,Muebles,1,346.7,346.7,Marítimo,Cancelado
1231,24/1/2024,Brasil,São Paulo,Pedro García,Silla ergonómica,Muebles,5,751.84,3759.2,Aéreo,Pendiente
1232,25/7/2024,Colombia,Cali,Carlos López,Auriculares,Accesorios,3,812.88,2438.64,Terrestre,En tránsito
1233,2/4/2024,Brasil,Rio de Janeiro,María Rodríguez,Laptop,Electrónica,5,257.11,1285.55,Terrestre,Pendiente
1234,15/10/2024,Colombia,Cali,Juan Sánchez,Escritorio,Muebles,1,377.78,377.78,Aéreo,Pendiente
1235,2/3/2025,Argentina,Córdoba,Pedro Rodríguez,Escritorio,Muebles,1,76.55,76.55,Marítimo,Cancelado
1236,14/2/2024,Uruguay,Paysandú,María López,Impresora,Oficina,5,139.53,697.65,Marítimo,Cancelado
1237,5/2/2024,Perú,Arequipa,María López,Tablet,Electrónica,2,312.36,624.72,Terrestre,Cancelado
1238,5/2/2024,Argentina,Buenos Aires,Laura López,Auriculares,Accesorios,2,351.29,702.58,Aéreo,Cancelado
1239,27/9/2024,Chile,Valparaíso,Laura García,Silla ergonómica,Muebles,3,778.03,2334.09,Aéreo,Entregado
1240,1/4/2024,Bolivia,Santa Cruz,Luis Rodríguez,Tablet,Electrónica,1,912.31,912.31,Marítimo,Cancelado
1241,30/6/2024,Colombia,Bogotá,Laura Martínez,Cámara,Electrónica,3,109.19,327.57,Marítimo,Entregado
1242,8/11/2024,Perú,Arequipa,Pedro Rodríguez,Laptop,Electrónica,2,269.9,539.8,Terrestre,En tránsito
1243,13/6/2024,Colombia,Cali,Ana Martínez,Laptop,Electrónica,4,207.66,830.64,Terrestre,Cancelado
1244,19/7/2024,Brasil,Brasília,Ana López,Silla ergonómica,Muebles,2,694.23,1388.46,Terrestre,Cancelado
1245,9/1/2024,Venezuela,Valencia,María Sánchez,Impresora,Oficina,2,85.3,170.6,Aéreo,Pendiente
1246,17/10/2024,Bolivia,Cochabamba,Ana Rodríguez,Impresora,Oficina,3,751.58,2254.74,Marítimo,Pendiente
1247,7/2/2025,Paraguay,Asunción,Ana Martínez,Cámara,Electrónica,5,203.09,1015.45,Aéreo,Pendiente
1248,27/4/2024,Argentina,Rosario,Laura Sánchez,Tablet,Electrónica,5,33.48,167.4,Terrestre,Cancelado
1249,22/10/2024,Ecuador,Cuenca,Luis Rodríguez,Monitor,Electrónica,4,1042.2,4168.8,Aéreo,Entregado
1250,13/4/2024,Perú,Lima,Ana López,Silla ergonómica,Muebles,3,471.77,1415.31,Marítimo,En tránsito
1251,3/9/2024,Uruguay,Montevideo,Luis López,Cámara,Electrónica,5,291.98,1459.9,Terrestre,Entregado
1252,8/12/2024,Brasil,Rio de Janeiro,Pedro Pérez,Impresora,Oficina,4,1081.01,4324.04,Aéreo,Pendiente
1253,27/5/2024,Perú,Cusco,Laura Martínez,Teclado,Accesorios,2,91.57,183.14,Terrestre,Pendiente
1254,31/7/2024,Paraguay,Ciudad del Este,Ana Sánchez,Monitor,Electrónica,1,446.62,446.62,Terrestre,Entregado
1255,30/1/2024,Colombia,Bogotá,Lucía López,Teclado,Accesorios,2,780.51,1561.02,Marítimo,Pendiente
1256,20/7/2024,Brasil,Rio de Janeiro,Carlos Rodríguez,Laptop,Electrónica,4,116.66,466.64,Terrestre,En tránsito
1257,30/1/2025,Brasil,Rio de Janeiro,Ana Rodríguez,Impresora,Oficina,3,1033.73,3101.19,Aéreo,En tránsito
1258,23/12/2024,Uruguay,Montevideo,Ana García,Cámara,Electrónica,4,131.93,527.72,Terrestre,Pendiente
1259,15/2/2024,Bolivia,Cochabamba,Juan García,Tablet,Electrónica,5,1141.98,5709.9,Aéreo,En tránsito
1260,6/7/2024,Chile,Santiago,Pedro Sánchez,Celular,Electrónica,3,78.69,236.07,Marítimo,En tránsito
1261,12/11/2024,Paraguay,Ciudad del Este,Pedro López,Celular,Electrónica,1,301.64,301.64,Aéreo,Pendiente
1262,14/10/2024,Ecuador,Cuenca,Laura Martínez,Cámara,Electrónica,1,561.7,561.7,Terrestre,Pendiente
1263,12/2/2025,Paraguay,Asunción,Pedro García,Cámara,Electrónica,4,1074.89,4299.56,Marítimo,Entregado
1264,21/10/2024,Perú,Arequipa,María Sánchez,Celular,Electrónica,1,169.84,169.84,Marítimo,Entregado
1265,15/11/2024,Ecuador,Quito,Carlos Sánchez,Escritorio,Muebles,1,429.62,429.62,Marítimo,Pendiente
1266,22/4/2024,Uruguay,Paysandú,Pedro López,Laptop,Electrónica,5,691.28,3456.4,Marítimo,En tránsito
1267,30/1/2025,Uruguay,Paysandú,Laura García,Monitor,Electrónica,4,1032.37,4129.48,Terrestre,Cancelado
1268,30/1/2024,Argentina,Buenos Aires,Carlos Martínez,Impresora,Oficina,5,286.18,1430.9,Aéreo,Pendiente
1269,5/1/2025,Bolivia,Santa Cruz,Luis Martínez,Tablet,Electrónica,5,851.49,4257.45,Marítimo,En tránsito
1270,7/7/2024,Uruguay,Montevideo,Pedro García,Silla ergonómica,Muebles,3,350.69,1052.07,Marítimo,Entregado
1271,29/10/2024,Venezuela,Valencia,Laura Martínez,Cámara,Electrónica,4,86.52,346.08,Marítimo,Pendiente
1272,15/1/2024,Paraguay,Encarnación,María López,Monitor,Electrónica,2,99.46,198.92,Terrestre,En tránsito
1273,20/3/2024,Brasil,São Paulo,Pedro Rodríguez,Silla ergonómica,Muebles,2,535.8,1071.6,Terrestre,En tránsito
1274,29/2/2024,Chile,Santiago,Lucía Martínez,Cámara,Electrónica,2,680.76,1361.52,Aéreo,En tránsito
1275,17/7/2024,Bolivia,Cochabamba,Luis Martínez,Auriculares,Accesorios,5,1105.09,5525.45,Aéreo,Cancelado
1276,8/12/2024,Paraguay,Asunción,Ana Pérez,Escritorio,Muebles,3,1032.18,3096.54,Marítimo,Pendiente
1277,2/4/2024,Brasil,Brasília,Laura López,Celular,Electrónica,2,1097.07,2194.14,Marítimo,Entregado
1278,3/9/2024,Uruguay,Salto,Ana García,Laptop,Electrónica,3,904.05,2712.15,Marítimo,En tránsito
1279,12/5/2024,Paraguay,Encarnación,Laura Sánchez,Silla ergonómica,Muebles,5,1026.15,5130.75,Terrestre,En tránsito
1280,23/10/2024,Uruguay,Salto,Pedro López,Auriculares,Accesorios,5,72.46,362.3,Aéreo,Cancelado
1281,3/8/2024,Perú,Cusco,Juan Sánchez,Silla ergonómica,Muebles,4,800.07,3200.28,Terrestre,En tránsito
1282,20/7/2024,Uruguay,Montevideo,Pedro Rodríguez,Celular,Electrónica,1,410,410,Marítimo,Pendiente
1283,29/9/2024,Paraguay,Asunción,Laura Pérez,Impresora,Oficina,5,502.38,2511.9,Aéreo,Entregado
1284,9/3/2024,Brasil,Rio de Janeiro,María García,Laptop,Electrónica,1,626.83,626.83,Marítimo,Cancelado
1285,22/3/2025,Perú,Lima,Juan Pérez,Auriculares,Accesorios,3,891.45,2674.35,Marítimo,En tránsito
1286,13/1/2025,Colombia,Medellín,María López,Laptop,Electrónica,5,315.89,1579.45,Terrestre,Cancelado
1287,4/10/2024,Chile,Santiago,Carlos Pérez,Escritorio,Muebles,1,1005.18,1005.18,Terrestre,Entregado
1288,18/11/2024,Bolivia,La Paz,Laura García,Celular,Electrónica,1,39.62,39.62,Marítimo,Cancelado
1289,19/3/2024,Venezuela,Maracaibo,Juan García,Impresora,Oficina,3,332.16,996.48,Terrestre,Cancelado
1290,2/12/2024,Brasil,São Paulo,Luis Pérez,Silla ergonómica,Muebles,5,869.03,4345.15,Terrestre,Pendiente
1291,26/6/2024,Bolivia,Santa Cruz,Luis Martínez,Tablet,Electrónica,5,364.33,1821.65,Terrestre,En tránsito
1292,28/2/2024,Ecuador,Cuenca,Carlos Pérez,Silla ergonómica,Muebles,4,58.95,235.8,Terrestre,Cancelado
1293,11/6/2024,Chile,Valparaíso,Pedro Rodríguez,Laptop,Electrónica,2,233.97,467.94,Aéreo,Cancelado
1294,3/11/2024,Uruguay,Paysandú,Luis Rodríguez,Tablet,Electrónica,5,170.24,851.2,Aéreo,Cancelado
1295,28/5/2024,Bolivia,Cochabamba,Pedro López,Silla ergonómica,Muebles,4,392.03,1568.12,Terrestre,Cancelado
1296,27/6/2024,Perú,Arequipa,María López,Tablet,Electrónica,1,764.8,764.8,Marítimo,Entregado
1297,19/2/2024,Chile,Concepción,Juan Sánchez,Impresora,Oficina,2,711.2,1422.4,Aéreo,Cancelado
1298,18/12/2024,Colombia,Bogotá,María López,Cámara,Electrónica,5,333.64,1668.2,Marítimo,Entregado
1299,14/8/2024,Bolivia,Santa Cruz,María López,Laptop,Electrónica,5,1161.17,5805.85,Marítimo,En tránsito
1300,14/7/2024,Bolivia,Santa Cruz,Pedro Sánchez,Silla ergonómica,Muebles,1,530.2,530.2,Marítimo,Pendiente
1301,8/9/2024,Perú,Cusco,Luis Rodríguez,Cámara,Electrónica,2,1014.26,2028.52,Aéreo,Entregado
1302,11/8/2024,Argentina,Buenos Aires,Lucía Martínez,Silla ergonómica,Muebles,5,138.68,693.4,Aéreo,Pendiente
1303,22/3/2024,Paraguay,Encarnación,Laura García,Escritorio,Muebles,1,709.99,709.99,Terrestre,Pendiente
1304,18/6/2024,Bolivia,Santa Cruz,Ana López,Laptop,Electrónica,4,682.23,2728.92,Marítimo,Pendiente
1305,3/3/2025,Argentina,Córdoba,Luis Pérez,Cámara,Electrónica,5,686.22,3431.1,Terrestre,Cancelado
1306,25/8/2024,Chile,Valparaíso,Lucía Pérez,Impresora,Oficina,1,896.17,896.17,Terrestre,Cancelado
1307,21/11/2024,Bolivia,La Paz,Luis García,Escritorio,Muebles,2,1118.77,2237.54,Terrestre,En tránsito
1308,14/1/2024,Brasil,São Paulo,María Rodríguez,Tablet,Electrónica,3,996.53,2989.59,Aéreo,Pendiente
1309,6/10/2024,Brasil,Brasília,Ana García,Celular,Electrónica,4,1181.38,4725.52,Marítimo,Cancelado
1310,12/3/2025,Bolivia,Santa Cruz,Lucía García,Monitor,Electrónica,4,1018.37,4073.48,Marítimo,Entregado
1311,1/3/2025,Perú,Cusco,Luis Sánchez,Impresora,Oficina,2,345.79,691.58,Aéreo,Entregado
1312,18/9/2024,Ecuador,Quito,Lucía Martínez,Impresora,Oficina,3,1190.61,3571.83,Marítimo,En tránsito
1313,19/1/2025,Bolivia,Santa Cruz,Ana Rodríguez,Auriculares,Accesorios,1,973.97,973.97,Marítimo,En tránsito
1314,26/11/2024,Uruguay,Salto,Pedro Rodríguez,Celular,Electrónica,3,197.85,593.55,Terrestre,En tránsito
1315,12/5/2024,Colombia,Bogotá,Pedro Rodríguez,Escritorio,Muebles,2,324.66,649.32,Marítimo,Pendiente
1316,6/3/2024,Perú,Arequipa,Ana García,Escritorio,Muebles,2,69.31,138.62,Aéreo,Cancelado
1317,2/10/2024,Paraguay,Ciudad del Este,Juan Sánchez,Celular,Electrónica,3,649.13,1947.39,Terrestre,Cancelado
1318,16/1/2025,Perú,Arequipa,Pedro Sánchez,Auriculares,Accesorios,1,416.7,416.7,Marítimo,Pendiente
1319,8/5/2024,Uruguay,Salto,Lucía Sánchez,Teclado,Accesorios,5,670.09,3350.45,Marítimo,En tránsito
1320,5/9/2024,Venezuela,Valencia,Luis Sánchez,Silla ergonómica,Muebles,1,1105.56,1105.56,Aéreo,En tránsito
1321,31/8/2024,Chile,Santiago,Laura Sánchez,Teclado,Accesorios,4,358.28,1433.12,Aéreo,Entregado
1322,8/3/2025,Paraguay,Ciudad del Este,Pedro García,Auriculares,Accesorios,2,304.33,608.66,Terrestre,Entregado
1323,18/10/2024,Ecuador,Cuenca,Ana Sánchez,Tablet,Electrónica,5,933.32,4666.6,Marítimo,Cancelado
1324,3/8/2024,Uruguay,Paysandú,Juan Pérez,Tablet,Electrónica,4,630.68,2522.72,Aéreo,Pendiente
1325,15/12/2024,Perú,Cusco,Laura Rodríguez,Monitor,Electrónica,1,691.47,691.47,Marítimo,Entregado
1326,21/1/2024,Colombia,Medellín,Pedro Rodríguez,Impresora,Oficina,4,1001.85,4007.4,Marítimo,Cancelado
1327,1/2/2024,Colombia,Medellín,María Rodríguez,Tablet,Electrónica,5,1012.84,5064.2,Aéreo,Pendiente
1328,5/6/2024,Argentina,Córdoba,Pedro García,Celular,Electrónica,2,1196.86,2393.72,Terrestre,Pendiente
1329,11/10/2024,Paraguay,Encarnación,Lucía López,Tablet,Electrónica,1,655.77,655.77,Marítimo,Entregado
1330,24/8/2024,Ecuador,Guayaquil,Pedro Sánchez,Impresora,Oficina,1,819.88,819.88,Aéreo,Cancelado
1331,9/6/2024,Brasil,Brasília,Laura Sánchez,Escritorio,Muebles,3,286.48,859.44,Aéreo,En tránsito
1332,19/2/2025,Chile,Santiago,Carlos Rodríguez,Silla ergonómica,Muebles,3,121.44,364.32,Terrestre,Pendiente
1333,13/12/2024,Chile,Concepción,Luis López,Silla ergonómica,Muebles,5,1165.52,5827.6,Aéreo,Entregado
1334,2/7/2024,Venezuela,Valencia,Lucía Martínez,Tablet,Electrónica,3,1073.29,3219.87,Aéreo,Cancelado
1335,28/2/2025,Uruguay,Salto,Luis Martínez,Tablet,Electrónica,5,708.47,3542.35,Terrestre,Entregado
1336,6/2/2025,Venezuela,Valencia,María Sánchez,Cámara,Electrónica,5,1003.79,5018.95,Marítimo,Cancelado
1337,15/5/2024,Brasil,Rio de Janeiro,Juan Sánchez,Auriculares,Accesorios,4,28.2,112.8,Marítimo,Cancelado
1338,6/11/2024,Ecuador,Quito,Carlos Martínez,Auriculares,Accesorios,5,81.53,407.65,Marítimo,Entregado
1339,23/2/2025,Venezuela,Caracas,Pedro Rodríguez,Silla ergonómica,Muebles,4,1055.47,4221.88,Terrestre,Pendiente
1340,5/1/2024,Perú,Arequipa,Carlos Pérez,Laptop,Electrónica,4,359.04,1436.16,Marítimo,En tránsito
1341,15/2/2025,Ecuador,Guayaquil,Juan Martínez,Silla ergonómica,Muebles,5,165.07,825.35,Terrestre,Cancelado
1342,5/3/2025,Chile,Concepción,Pedro Martínez,Celular,Electrónica,1,619.51,619.51,Terrestre,En tránsito
1343,8/1/2025,Venezuela,Valencia,Laura Sánchez,Silla ergonómica,Muebles,4,871.52,3486.08,Marítimo,En tránsito
1344,5/11/2024,Argentina,Córdoba,Pedro Rodríguez,Laptop,Electrónica,5,1023.97,5119.85,Aéreo,Pendiente
1345,13/2/2025,Ecuador,Guayaquil,María Pérez,Celular,Electrónica,2,1132.08,2264.16,Terrestre,En tránsito
1346,15/2/2024,Bolivia,La Paz,Ana Pérez,Cámara,Electrónica,4,1028.26,4113.04,Aéreo,Entregado
1347,12/4/2024,Paraguay,Ciudad del Este,Ana Rodríguez,Escritorio,Muebles,4,406.3,1625.2,Terrestre,Cancelado
1348,11/9/2024,Paraguay,Asunción,Pedro García,Tablet,Electrónica,5,695.68,3478.4,Marítimo,Pendiente
1349,19/3/2024,Colombia,Bogotá,Luis Sánchez,Silla ergonómica,Muebles,4,812.53,3250.12,Terrestre,En tránsito
1350,10/2/2025,Bolivia,La Paz,Lucía Martínez,Laptop,Electrónica,2,566.35,1132.7,Aéreo,Entregado
1351,20/12/2024,Perú,Lima,Laura Martínez,Auriculares,Accesorios,3,301.41,904.23,Marítimo,Pendiente
1352,17/1/2024,Ecuador,Quito,Lucía Rodríguez,Impresora,Oficina,2,665.3,1330.6,Aéreo,Pendiente
1353,21/3/2024,Uruguay,Paysandú,Ana Rodríguez,Teclado,Accesorios,1,23.31,23.31,Aéreo,Entregado
1354,8/1/2024,Uruguay,Salto,María Sánchez,Impresora,Oficina,1,637.76,637.76,Terrestre,Cancelado
1355,5/5/2024,Brasil,Brasília,Ana López,Monitor,Electrónica,1,1057.69,1057.69,Terrestre,Pendiente
1356,20/11/2024,Chile,Valparaíso,Laura Rodríguez,Silla ergonómica,Muebles,2,575.67,1151.34,Marítimo,Cancelado
1357,1/3/2025,Colombia,Bogotá,María García,Impresora,Oficina,3,207.2,621.6,Terrestre,Entregado
1358,3/10/2024,Venezuela,Caracas,Laura Sánchez,Auriculares,Accesorios,1,62.44,62.44,Marítimo,Pendiente
1359,8/10/2024,Chile,Valparaíso,Ana Rodríguez,Cámara,Electrónica,5,427.53,2137.65,Aéreo,Pendiente
1360,1/12/2024,Chile,Valparaíso,Luis Martínez,Tablet,Electrónica,2,925.29,1850.58,Aéreo,Cancelado
1361,3/12/2024,Paraguay,Ciudad del Este,Juan Martínez,Escritorio,Muebles,1,820.8,820.8,Terrestre,En tránsito
1362,9/3/2024,Chile,Concepción,Lucía Martínez,Silla ergonómica,Muebles,4,927.14,3708.56,Aéreo,En tránsito
1363,4/11/2024,Argentina,Rosario,Carlos Rodríguez,Auriculares,Accesorios,2,1102.83,2205.66,Marítimo,Pendiente
1364,15/3/2024,Colombia,Medellín,Luis Rodríguez,Laptop,Electrónica,3,47.17,141.51,Marítimo,Cancelado
1365,24/2/2025,Perú,Cusco,Lucía López,Tablet,Electrónica,4,22.18,88.72,Marítimo,Pendiente
1366,25/6/2024,Perú,Lima,Ana López,Laptop,Electrónica,5,601.92,3009.6,Marítimo,Cancelado
1367,19/1/2025,Bolivia,La Paz,Ana Sánchez,Tablet,Electrónica,1,262.81,262.81,Marítimo,Cancelado
1368,29/2/2024,Perú,Lima,María Rodríguez,Celular,Electrónica,5,291.32,1456.6,Aéreo,Cancelado
1369,24/2/2024,Brasil,Rio de Janeiro,Juan Pérez,Tablet,Electrónica,2,74.81,149.62,Aéreo,En tránsito
1370,21/12/2024,Uruguay,Montevideo,Pedro Sánchez,Tablet,Electrónica,3,854.96,2564.88,Aéreo,Pendiente
1371,20/6/2024,Colombia,Medellín,Juan Rodríguez,Cámara,Electrónica,3,1001.69,3005.07,Terrestre,Pendiente
1372,19/7/2024,Venezuela,Caracas,María Rodríguez,Celular,Electrónica,3,664.98,1994.94,Terrestre,Cancelado
1373,9/3/2024,Brasil,São Paulo,Pedro Pérez,Celular,Electrónica,1,377.32,377.32,Terrestre,Entregado
1374,5/4/2024,Argentina,Rosario,Luis Sánchez,Celular,Electrónica,1,889.15,889.15,Aéreo,En tránsito
1375,27/6/2024,Venezuela,Maracaibo,María Sánchez,Laptop,Electrónica,3,1045.96,3137.88,Aéreo,Pendiente
1376,28/2/2025,Venezuela,Valencia,Carlos Rodríguez,Laptop,Electrónica,5,992.46,4962.3,Marítimo,En tránsito
1377,9/7/2024,Chile,Santiago,Luis Sánchez,Monitor,Electrónica,2,1177.8,2355.6,Marítimo,En tránsito
1378,26/5/2024,Argentina,Rosario,Pedro López,Cámara,Electrónica,5,956.26,4781.3,Aéreo,Cancelado
1379,3/11/2024,Colombia,Medellín,Ana Rodríguez,Tablet,Electrónica,5,425.27,2126.35,Aéreo,Cancelado
1380,31/12/2024,Bolivia,La Paz,María García,Cámara,Electrónica,4,438.21,1752.84,Marítimo,Entregado
1381,3/10/2024,Bolivia,La Paz,Luis Martínez,Laptop,Electrónica,4,780.3,3121.2,Terrestre,Cancelado
1382,3/3/2025,Bolivia,La Paz,Laura Martínez,Impresora,Oficina,3,215.2,645.6,Marítimo,Pendiente
1383,22/11/2024,Bolivia,Cochabamba,Carlos Rodríguez,Escritorio,Muebles,1,614.14,614.14,Aéreo,Entregado
1384,25/12/2024,Ecuador,Quito,Luis Martínez,Celular,Electrónica,4,1028.33,4113.32,Marítimo,Entregado
1385,13/3/2025,Perú,Cusco,Pedro García,Celular,Electrónica,2,335.04,670.08,Terrestre,Entregado
1386,15/3/2025,Perú,Lima,Pedro Pérez,Laptop,Electrónica,5,40.88,204.4,Marítimo,Pendiente
1387,5/9/2024,Chile,Concepción,Luis Rodríguez,Impresora,Oficina,3,502.56,1507.68,Marítimo,En tránsito
1388,1/1/2025,Colombia,Bogotá,Ana Martínez,Impresora,Oficina,2,160.66,321.32,Terrestre,Entregado
1389,21/8/2024,Uruguay,Paysandú,Lucía Rodríguez,Cámara,Electrónica,5,856.91,4284.55,Terrestre,Entregado
1390,23/4/2024,Colombia,Cali,Juan Pérez,Escritorio,Muebles,5,70.6,353,Aéreo,Entregado
1391,6/12/2024,Colombia,Medellín,Carlos López,Silla ergonómica,Muebles,3,517.6,1552.8,Aéreo,En tránsito
1392,10/1/2025,Perú,Lima,Lucía Martínez,Teclado,Accesorios,4,636.18,2544.72,Terrestre,Pendiente
1393,18/8/2024,Colombia,Cali,María Rodríguez,Escritorio,Muebles,4,588.84,2355.36,Aéreo,Cancelado
1394,14/4/2024,Venezuela,Maracaibo,Lucía Pérez,Impresora,Oficina,4,796.05,3184.2,Marítimo,Cancelado
1395,18/11/2024,Argentina,Buenos Aires,Luis López,Laptop,Electrónica,2,1070.77,2141.54,Marítimo,En tránsito
1396,4/6/2024,Brasil,Rio de Janeiro,Luis Sánchez,Silla ergonómica,Muebles,1,132,132,Terrestre,En tránsito
1397,7/6/2024,Venezuela,Maracaibo,Juan Martínez,Silla ergonómica,Muebles,4,572.85,2291.4,Terrestre,Pendiente
1398,12/9/2024,Bolivia,La Paz,Pedro Rodríguez,Escritorio,Muebles,5,122.97,614.85,Marítimo,Cancelado
1399,30/10/2024,Ecuador,Guayaquil,Pedro Sánchez,Tablet,Electrónica,5,1120.15,5600.75,Aéreo,Pendiente
1400,15/5/2024,Bolivia,La Paz,María López,Celular,Electrónica,5,838.59,4192.95,Terrestre,Cancelado
1401,7/2/2025,Colombia,Cali,Luis Martínez,Auriculares,Accesorios,1,978.66,978.66,Marítimo,Entregado
1402,24/2/2024,Argentina,Buenos Aires,Juan Martínez,Teclado,Accesorios,3,418.08,1254.24,Aéreo,Entregado
1403,13/8/2024,Bolivia,Cochabamba,Ana López,Escritorio,Muebles,3,761.92,2285.76,Terrestre,En tránsito
1404,12/6/2024,Paraguay,Ciudad del Este,Luis López,Auriculares,Accesorios,3,339.62,1018.86,Aéreo,En tránsito
1405,12/2/2024,Perú,Arequipa,Pedro Sánchez,Silla ergonómica,Muebles,4,552.94,2211.76,Aéreo,Cancelado
1406,13/1/2024,Perú,Arequipa,Carlos Rodríguez,Impresora,Oficina,5,249.13,1245.65,Aéreo,Pendiente
1407,21/4/2024,Argentina,Córdoba,Juan García,Laptop,Electrónica,4,759.04,3036.16,Terrestre,Cancelado
1408,26/1/2025,Ecuador,Quito,Luis López,Escritorio,Muebles,4,439.69,1758.76,Terrestre,Entregado
1409,3/6/2024,Ecuador,Guayaquil,María López,Impresora,Oficina,5,819.47,4097.35,Aéreo,Pendiente
1410,30/4/2024,Argentina,Córdoba,Ana López,Monitor,Electrónica,2,813.54,1627.08,Terrestre,Cancelado
1411,21/5/2024,Paraguay,Encarnación,Lucía López,Monitor,Electrónica,2,330.58,661.16,Terrestre,Cancelado
1412,27/1/2024,Bolivia,La Paz,Luis Pérez,Tablet,Electrónica,4,1179.23,4716.92,Terrestre,Entregado
1413,20/4/2024,Colombia,Cali,María Pérez,Monitor,Electrónica,1,776.84,776.84,Aéreo,En tránsito
1414,15/3/2025,Argentina,Buenos Aires,Juan Martínez,Escritorio,Muebles,3,770.24,2310.72,Aéreo,Cancelado
1415,29/8/2024,Argentina,Córdoba,Laura García,Teclado,Accesorios,3,677.91,2033.73,Aéreo,Pendiente
